WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
14771,20110125,1254,11,BKN025 OVC031, , 4.00, ,-SN, ,25, ,-3.9, ,23, ,-4.7, ,20, ,-6.7, , 81, , 3, ,050, , , ,29.60, ,8, ,006, ,30.06, ,AA, ,  T, ,30.05, 
14771,20110125,1354,11,OVC027, , 6.00, ,-SN, ,28, ,-2.2, ,26, ,-3.5, ,21, ,-6.1, , 75, , 0, ,000, , , ,29.58, , , , , ,30.04, ,AA, ,  T, ,30.03, 
14771,20110125,1454,11,BKN023 OVC047, , 9.00, , , ,28, ,-2.2, ,26, ,-3.5, ,21, ,-6.1, , 75, , 0, ,000, , , ,29.59, , , , , ,30.05, ,AA, ,  T, ,30.04, 
14771,20110125,1522,11,OVC021, , 1.75, ,-SN, ,25, ,-4.0, ,23, ,-4.9, ,19, ,-7.0, , 78, , 7, ,020, , , ,29.60, , , , , ,M, ,SP, , , ,30.05, 
14771,20110125,1554,11,OVC021, , 1.25, ,-SN BR, ,25, ,-3.9, ,24, ,-4.4, ,22, ,-5.6, , 88, , 0, ,000, , , ,29.61, ,3, ,004, ,30.07, ,AA, ,  T, ,30.06, 
14771,20110125,1636,11,OVC, , 0.75, , , ,25, ,-4.0, ,M, ,M, ,23, ,-5.0, ,M, , 0, ,000, , , ,M, , , , , ,M, ,SP, , , ,30.06, 
14771,20110125,1654,11,OVC, , 0.75, , , ,27, ,-3.0, ,M, ,M, ,25, ,-4.0, ,M, , 0, ,000, , , ,M, , , , , ,30.08, ,AA, ,0.02, ,30.07, 
14771,20110125,1729,11,OVC, , 1.00, , , ,27, ,-3.0, ,M, ,M, ,25, ,-4.0, ,M, , 0, ,000, , , ,M, , , , , ,M, ,SP, , , ,30.06, 
14771,20110125,1746,11,OVC019, , 2.50, ,-SN BR, ,27, ,-3.0, ,26, ,-3.1, ,25, ,-4.0, , 92, , 0, ,000, , , ,29.62, , , , , ,M, ,SP, , , ,30.07, 
14771,20110125,1754,11,OVC019, , 2.50, ,-SN BR, ,27, ,-2.8, ,26, ,-3.1, ,25, ,-3.9, , 92, , 0, ,000, , , ,29.62, , , , , ,30.08, ,AA, ,  T, ,30.07, 
14771,20110125,1818,11,OVC017, , 3.00, ,-SN BR, ,27, ,-3.0, ,26, ,-3.1, ,25, ,-4.0, , 92, , 0, ,000, , , ,29.62, , , , , ,M, ,SP, , , ,30.07, 
14771,20110125,1854,11,FEW014 OVC019, , 4.00, ,-SN BR, ,28, ,-2.2, ,27, ,-2.6, ,26, ,-3.3, , 92, , 3, ,240, , , ,29.64, ,3, ,009, ,30.10, ,AA, ,  T, ,30.09, 
14771,20110125,1857,11,SCT014 OVC021, , 4.00, ,-SN BR, ,28, ,-2.0, ,28, ,-2.4, ,27, ,-3.0, , 96, , 3, ,230, , , ,29.64, , , , , ,M, ,SP, , , ,30.09, 
14771,20110125,1900,11,OVC, , 3.73, , , ,28, ,-2.2, ,27, ,-2.6, ,26, ,-3.3, , 92, , 3, ,240, , , ,29.64, ,3, ,009, ,30.10, ,SY-MT, , , ,30.09, 
14771,20110125,1954,11,SCT016 OVC021, , 5.00, ,-SN BR, ,29, ,-1.7, ,28, ,-2.0, ,27, ,-2.8, , 92, , 3, ,270, , , ,29.65, , , , , ,30.11, ,AA, ,  T, ,30.10, 
14771,20110125,2054,11,BKN021 OVC036, , 6.00, ,BR, ,29, ,-1.7, ,28, ,-2.2, ,26, ,-3.3, , 89, , 0, ,000, , , ,29.64, , , , , ,30.10, ,AA, ,  T, ,30.09, 
14771,20110125,2101,11,OVC041, , 6.00, ,BR, ,30, ,-1.0, ,29, ,-1.7, ,27, ,-3.0, , 89, , 5, ,240, , , ,29.65, , , , , ,M, ,SP, , , ,30.10, 
14771,20110125,2154,11,OVC037, , 9.00, , , ,31, ,-0.6, ,29, ,-1.5, ,26, ,-3.3, , 82, , 3, ,250, , , ,29.66, ,3, ,007, ,30.11, ,AA, , , ,30.11, 
14771,20110125,2254,11,OVC034, , 8.00, , , ,31, ,-0.6, ,29, ,-1.5, ,26, ,-3.3, , 82, , 6, ,270, , , ,29.63, , , , , ,30.09, ,AA, , , ,30.08, 
14771,20110125,2354,11,OVC034, , 7.00, , , ,27, ,-2.8, ,26, ,-3.1, ,25, ,-3.9, , 92, , 0, ,000, , , ,29.63, , , , , ,30.09, ,AA, , , ,30.08, 
14771,20110126,0054,11,OVC034, , 8.00, , , ,27, ,-2.8, ,26, ,-3.1, ,25, ,-3.9, , 92, , 3, ,090, , , ,29.61, ,8, ,017, ,30.06, ,AA, , , ,30.06, 
14771,20110126,0154,11,OVC036, , 8.00, , , ,27, ,-2.8, ,26, ,-3.3, ,24, ,-4.4, , 88, , 0, ,000, , , ,29.59, , , , , ,30.05, ,AA, , , ,30.04, 
14771,20110126,0254,11,OVC036, , 6.00, ,-SN BR, ,26, ,-3.3, ,25, ,-3.7, ,24, ,-4.4, , 92, , 0, ,000, , , ,29.60, , , , , ,30.06, ,AA, ,  T, ,30.05, 
14771,20110126,0354,11,OVC036, , 6.00, ,-SN BR, ,26, ,-3.3, ,25, ,-3.7, ,24, ,-4.4, , 92, , 0, ,000, , , ,29.59, ,8, ,005, ,30.05, ,AA, ,  T, ,30.04, 
14771,20110126,0454,11,BKN025 OVC036, , 6.00, ,BR, ,26, ,-3.3, ,25, ,-3.7, ,24, ,-4.4, , 92, , 0, ,000, , , ,29.58, , , , , ,30.04, ,AA, ,  T, ,30.03, 
14771,20110126,0524,11,FEW023 OVC036, , 6.00, ,BR, ,27, ,-3.0, ,26, ,-3.5, ,23, ,-5.0, , 85, , 0, ,000, , , ,29.57, , , , , ,M, ,SP, , , ,30.02, 
14771,20110126,0554,11,OVC038, , 6.00, ,BR, ,26, ,-3.3, ,25, ,-3.7, ,24, ,-4.4, , 92, , 0, ,000, , , ,29.58, , , , , ,30.03, ,AA, , , ,30.03, 
14771,20110126,0654,11,OVC040, , 6.00, ,BR, ,25, ,-3.9, ,24, ,-4.2, ,23, ,-5.0, , 92, , 0, ,000, , , ,29.56, ,8, ,009, ,30.02, ,AA, , , ,30.01, 
14771,20110126,0754,11,OVC040, , 3.00, ,BR, ,25, ,-3.9, ,24, ,-4.2, ,23, ,-5.0, , 92, , 0, ,000, , , ,29.56, , , , , ,30.01, ,AA, , , ,30.01, 
14771,20110126,0808,11,OVC040, , 2.50, ,BR, ,25, ,-4.0, ,24, ,-4.2, ,23, ,-5.0, , 92, , 0, ,000, , , ,29.55, , , , , ,M, ,SP, , , ,30.00, 
14771,20110126,0846,11,OVC040, , 3.00, ,BR, ,27, ,-3.0, ,26, ,-3.5, ,23, ,-5.0, , 85, , 3, ,110, , , ,29.54, , , , , ,M, ,SP, , , ,29.99, 
14771,20110126,0854,11,BKN040 OVC060, , 3.00, ,BR, ,26, ,-3.3, ,25, ,-3.8, ,23, ,-5.0, , 88, , 0, ,000, , , ,29.54, , , , , ,29.99, ,AA, , , ,29.99, 
14771,20110126,0954,11,BKN040 OVC070, , 4.00, ,BR, ,27, ,-2.8, ,26, ,-3.3, ,24, ,-4.4, , 88, , 3, ,130, , , ,29.52, ,8, ,015, ,29.97, ,AA, , , ,29.97, 
14771,20110126,1054,11,BKN038 OVC060, , 4.00, ,HZ, ,30, ,-1.1, ,28, ,-2.1, ,25, ,-3.9, , 82, , 0, ,000, , , ,29.50, , , , , ,29.96, ,AA, , , ,29.95, 
14771,20110126,1154,11,BKN040 OVC070, , 7.00, , , ,33, ,0.6, ,30, ,-1.0, ,25, ,-3.9, , 72, , 3, ,080, , , ,29.45, , , , , ,29.91, ,AA, , , ,29.90, 
14771,20110126,1254,11,SCT036 OVC110, , 9.00, , , ,35, ,1.7, ,31, ,-0.3, ,25, ,-3.9, , 67, , 3, ,050, , , ,29.42, ,8, ,034, ,29.87, ,AA, , , ,29.87, 
14771,20110126,1354,11,BKN036 OVC110, , 9.00, , , ,35, ,1.7, ,31, ,-0.3, ,25, ,-3.9, , 67, , 6, ,040, , , ,29.39, , , , , ,29.84, ,AA, , , ,29.84, 
14771,20110126,1454,11,OVC036, ,10.00, , , ,34, ,1.1, ,30, ,-0.9, ,24, ,-4.4, , 67, , 7, ,070, , , ,29.38, , , , , ,29.83, ,AA, , , ,29.83, 
14771,20110126,1554,11,OVC036, ,10.00, , , ,34, ,1.1, ,30, ,-1.0, ,23, ,-5.0, , 64, , 7, ,070, , , ,29.36, ,6, ,018, ,29.82, ,AA, , , ,29.81, 
14771,20110126,1654,11,BKN036 OVC200, ,10.00, , , ,33, ,0.6, ,29, ,-1.4, ,23, ,-5.0, , 67, , 7, ,080, , , ,29.36, , , , , ,29.81, ,AA, , , ,29.81, 
14771,20110126,1754,11,FEW020 OVC038, ,10.00, , , ,32, ,0.0, ,29, ,-1.5, ,24, ,-4.4, , 72, , 5, ,030, , , ,29.36, , , , , ,29.81, ,AA, , , ,29.81, 
14771,20110126,1854,11,FEW042 BKN120, ,10.00, , , ,31, ,-0.6, ,28, ,-2.1, ,23, ,-5.0, , 72, , 5, ,020, , , ,29.35, ,6, ,003, ,29.81, ,AA, , , ,29.80, 
14771,20110126,1954,11,BKN038 OVC080, ,10.00, , , ,31, ,-0.6, ,29, ,-1.9, ,24, ,-4.4, , 75, , 6, ,060, , , ,29.34, , , , , ,29.80, ,AA, , , ,29.79, 
14771,20110126,2054,11,BKN038 OVC065, ,10.00, , , ,30, ,-1.1, ,28, ,-2.2, ,24, ,-4.4, , 78, , 5, ,360, , , ,29.34, , , , , ,29.78, ,AA, , , ,29.78, 
14771,20110126,2154,11,FEW010 BKN042 OVC065, , 9.00, , , ,30, ,-1.1, ,28, ,-2.1, ,25, ,-3.9, , 82, , 5, ,350, , , ,29.32, ,6, ,010, ,29.78, ,AA, , , ,29.77, 
14771,20110126,2254,11,FEW020 BKN042 OVC070, , 7.00, , , ,30, ,-1.1, ,28, ,-2.1, ,25, ,-3.9, , 82, , 6, ,350, , , ,29.31, , , , , ,29.76, ,AA, , , ,29.76, 
14771,20110126,2354,11,SCT035 OVC042, , 7.00, , , ,29, ,-1.7, ,28, ,-2.2, ,26, ,-3.3, , 89, , 9, ,340, , , ,29.29, , , , , ,29.75, ,AA, , , ,29.74, 
14771,20110127,0054,11,FEW034 OVC042, , 5.00, ,-SN BR, ,29, ,-1.7, ,28, ,-2.2, ,26, ,-3.3, , 89, ,10, ,330, , , ,29.29, ,6, ,009, ,29.75, ,AA, ,  T, ,29.74, 
14771,20110127,0110,11,FEW009 OVC042, , 5.00, ,-SN BR, ,28, ,-2.0, ,28, ,-2.4, ,27, ,-3.0, , 96, ,10, ,340, , , ,29.30, , , , , ,M, ,SP, , , ,29.75, 
14771,20110127,0154,11,OVC042, , 6.00, ,-SN BR, ,29, ,-1.7, ,28, ,-2.2, ,26, ,-3.3, , 89, ,10, ,340, , , ,29.31, , , , , ,29.76, ,AA, ,  T, ,29.76, 
14771,20110127,0254,11,OVC040, , 6.00, ,-SN BR, ,28, ,-2.2, ,27, ,-2.9, ,24, ,-4.4, , 85, , 9, ,320, , , ,29.34, , , , , ,29.78, ,AA, ,  T, ,29.78, 
14771,20110127,0354,11,BKN045 OVC055, , 7.00, ,-SN, ,28, ,-2.2, ,27, ,-2.9, ,24, ,-4.4, , 85, , 7, ,330, , , ,29.34, ,0, ,012, ,29.78, ,AA, ,  T, ,29.78, 
14771,20110127,0454,11,OVC045, , 3.00, ,-SN BR, ,27, ,-2.8, ,26, ,-3.1, ,25, ,-3.9, , 92, , 7, ,330, , , ,29.34, , , , , ,29.78, ,AA, ,  T, ,29.78, 
14771,20110127,0532,11,FEW009 OVC045, , 4.00, ,-SN BR, ,27, ,-3.0, ,26, ,-3.1, ,25, ,-4.0, , 92, , 7, ,310, , , ,29.34, , , , , ,M, ,SP, , , ,29.78, 
14771,20110127,0554,11,FEW009 OVC055, , 5.00, ,-SN BR, ,27, ,-2.8, ,26, ,-3.1, ,25, ,-3.9, , 92, , 9, ,330, , , ,29.34, , , , , ,29.79, ,AA, ,  T, ,29.78, 
14771,20110127,0654,11,FEW010 OVC055, , 6.00, ,-SN BR, ,26, ,-3.3, ,25, ,-3.8, ,23, ,-5.0, , 88, , 8, ,320, , , ,29.36, ,3, ,009, ,29.81, ,AA, ,  T, ,29.81, 
14771,20110127,0737,11,SCT038 OVC060, , 2.50, ,-SN BR, ,27, ,-3.0, ,26, ,-3.5, ,23, ,-5.0, , 85, , 8, ,320, , , ,29.37, , , , , ,M, ,SP, , , ,29.82, 
14771,20110127,0752,11,SCT040 OVC060, , 4.00, ,-SN BR, ,27, ,-3.0, ,26, ,-3.5, ,23, ,-5.0, , 85, , 6, ,310, , , ,29.37, , , , , ,M, ,SP, , , ,29.82, 
14771,20110127,0754,11,SCT040 OVC060, , 4.00, ,-SN BR, ,26, ,-3.3, ,25, ,-3.8, ,23, ,-5.0, , 88, , 6, ,320, , , ,29.37, , , , , ,29.82, ,AA, ,  T, ,29.82, 
14771,20110127,0833,11,SCT009 OVC060, , 6.00, ,-SN BR, ,27, ,-3.0, ,26, ,-3.5, ,23, ,-5.0, , 85, , 5, ,340, , , ,29.38, , , , , ,M, ,SP, , , ,29.83, 
14771,20110127,0854,11,SCT009 OVC060, , 5.00, ,-SN BR, ,27, ,-2.8, ,26, ,-3.5, ,23, ,-5.0, , 85, , 6, ,350, , , ,29.38, , , , , ,29.83, ,AA, ,  T, ,29.83, 
14771,20110127,0954,11,FEW009 SCT033 OVC060, , 6.00, ,-SN BR, ,27, ,-2.8, ,26, ,-3.5, ,23, ,-5.0, , 85, , 6, ,350, , , ,29.38, ,3, ,002, ,29.83, ,AA, ,  T, ,29.83, 
14771,20110127,1054,11,SCT015 OVC065, , 9.00, ,-SN, ,29, ,-1.7, ,27, ,-2.6, ,24, ,-4.4, , 82, , 0, ,000, , , ,29.37, , , , , ,29.82, ,AA, ,  T, ,29.82, 
14771,20110127,1101,11,SCT015 BKN022 OVC065, , 9.00, ,-SN, ,28, ,-2.0, ,27, ,-2.8, ,25, ,-4.0, , 89, , 5, ,300, , , ,29.37, , , , , ,M, ,SP, , , ,29.82, 
14771,20110127,1109,11,BKN015 BKN022 OVC065, , 9.00, ,-SN, ,28, ,-2.0, ,27, ,-2.8, ,25, ,-4.0, , 89, , 6, ,280, , , ,29.37, , , , , ,M, ,SP, , , ,29.82, 
14771,20110127,1154,11,BKN017 OVC070, ,10.00, , , ,30, ,-1.1, ,28, ,-2.2, ,24, ,-4.4, , 78, , 8, ,300, , , ,29.36, , , , , ,29.81, ,AA, ,  T, ,29.81, 
14771,20110127,1212,11,BKN019 OVC024, , 2.50, ,-SN, ,30, ,-1.0, ,28, ,-2.1, ,25, ,-4.0, , 82, , 9, ,280, , , ,29.35, , , , , ,M, ,SP, , , ,29.80, 
14771,20110127,1221,11,BKN019 OVC024, , 1.25, ,-SN, ,30, ,-1.0, ,28, ,-2.1, ,25, ,-4.0, , 82, , 7, ,290, , , ,29.35, , , , , ,M, ,SP, , , ,29.80, 
14771,20110127,1238,11,OVC, , 1.00, , , ,28, ,-2.0, ,M, ,M, ,25, ,-4.0, ,M, ,10, ,290, , , ,M, , , , , ,M, ,SP, , , ,29.80, 
14771,20110127,1243,11,OVC, , 0.75, , , ,28, ,-2.0, ,M, ,M, ,27, ,-3.0, ,M, , 8, ,290, , , ,M, , , , , ,M, ,SP, , , ,29.80, 
14771,20110127,1254,11,OVC, , 0.50, , , ,28, ,-2.0, ,M, ,M, ,27, ,-3.0, ,M, , 6, ,300, , , ,M, ,8, ,011, ,29.80, ,AA, ,0.01, ,29.80, 
14771,20110127,1304,11,VV, , 0.75, , , ,28, ,-2.0, ,M, ,M, ,27, ,-3.0, ,M, , 7, ,290, , , ,M, , , , , ,M, ,SP, , , ,29.79, 
14771,20110127,1319,11,OVC, , 1.00, , , ,28, ,-2.0, ,M, ,M, ,27, ,-3.0, ,M, , 7, ,280, , , ,M, , , , , ,M, ,SP, , , ,29.79, 
14771,20110127,1329,11,FEW006 OVC014, , 1.50, ,-SN BR, ,28, ,-2.0, ,28, ,-2.4, ,27, ,-3.0, , 96, , 7, ,290, , , ,29.34, , , , , ,M, ,SP, , , ,29.79, 
14771,20110127,1354,11,SCT008 BKN013 OVC019, , 1.75, ,-SN BR, ,30, ,-1.1, ,29, ,-1.7, ,27, ,-2.8, , 89, , 8, ,280, , , ,29.34, , , , , ,29.79, ,AA, ,0.01, ,29.79, 
14771,20110127,1411,11,SCT011 OVC019, , 2.50, ,-SN BR, ,30, ,-1.0, ,29, ,-1.7, ,27, ,-3.0, , 89, ,11, ,290, , , ,29.34, , , , , ,M, ,SP, , , ,29.78, 
14771,20110127,1413,11,SCT011 BKN017 OVC022, , 3.00, ,-SN BR, ,30, ,-1.0, ,29, ,-1.7, ,27, ,-3.0, , 89, , 9, ,290, , , ,29.34, , , , , ,M, ,SP, , , ,29.78, 
14771,20110127,1430,11,BKN013 OVC019, , 3.00, ,-SN BR, ,30, ,-1.0, ,29, ,-1.7, ,27, ,-3.0, , 89, ,10, ,280, , , ,29.34, , , , , ,M, ,SP, , , ,29.78, 
14771,20110127,1437,11,SCT011 BKN019 OVC042, , 3.00, ,-SN BR, ,30, ,-1.0, ,29, ,-1.7, ,27, ,-3.0, , 89, , 9, ,260, , , ,29.34, , , , , ,M, ,SP, , , ,29.78, 
14771,20110127,1444,11,SCT011 BKN021 OVC045, , 2.50, ,-SN BR, ,30, ,-1.0, ,29, ,-1.7, ,27, ,-3.0, , 89, ,10, ,270, , , ,29.34, , , , , ,M, ,SP, , , ,29.78, 
14771,20110127,1454,11,FEW013 BKN028 OVC050, , 2.50, ,-SN BR, ,30, ,-1.1, ,29, ,-1.9, ,26, ,-3.3, , 85, ,11, ,280, , , ,29.34, , , , , ,29.79, ,AA, ,  T, ,29.78, 
14771,20110127,1503,11,FEW011 BKN030 OVC047, , 3.00, ,-SN BR, ,30, ,-1.0, ,29, ,-1.7, ,27, ,-3.0, , 89, , 9, ,270, , , ,29.34, , , , , ,M, ,SP, , , ,29.78, 
14771,20110127,1509,11,FEW009 BKN030 OVC049, , 2.50, ,-SN BR, ,30, ,-1.0, ,29, ,-1.7, ,27, ,-3.0, , 89, ,10, ,280, , , ,29.34, , , , , ,M, ,SP, , , ,29.78, 
14771,20110127,1554,11,FEW009 BKN045 OVC060, , 2.50, ,-SN BR, ,29, ,-1.7, ,28, ,-2.2, ,26, ,-3.3, , 89, , 7, ,280, , , ,29.34, ,5, ,002, ,29.79, ,AA, ,  T, ,29.79, 
14771,20110127,1601,11,BKN046 OVC060, , 4.00, ,-SN BR, ,28, ,-2.0, ,28, ,-2.4, ,27, ,-3.0, , 96, , 7, ,280, , , ,29.34, , , , , ,M, ,SP, , , ,29.79, 
14771,20110127,1608,11,FEW009 BKN050 OVC060, , 3.00, ,-SN BR, ,28, ,-2.0, ,28, ,-2.4, ,27, ,-3.0, , 96, , 8, ,280, , , ,29.34, , , , , ,M, ,SP, , , ,29.79, 
14771,20110127,1654,11,OVC042, , 2.50, ,-SN BR, ,29, ,-1.7, ,28, ,-2.4, ,25, ,-3.9, , 85, ,11, ,310, , , ,29.35, , , , , ,29.80, ,AA, ,  T, ,29.80, 
14771,20110127,1704,11,FEW021 SCT029 OVC040, , 1.25, ,-SN BR, ,28, ,-2.0, ,27, ,-2.8, ,25, ,-4.0, , 89, , 8, ,300, , , ,29.35, , , , , ,M, ,SP, , , ,29.80, 
14771,20110127,1722,11,FEW027 BKN044 OVC060, , 3.00, ,-SN BR, ,28, ,-2.0, ,28, ,-2.4, ,27, ,-3.0, , 96, , 6, ,290, , , ,29.35, , , , , ,M, ,SP, , , ,29.80, 
14771,20110127,1754,11,SCT044 BKN065 BKN200, , 8.00, , , ,26, ,-3.3, ,25, ,-3.7, ,24, ,-4.4, , 92, , 3, ,250, , , ,29.34, , , , , ,29.80, ,AA, ,  T, ,29.79, 
14771,20110127,1819,11,BKN065 BKN200, , 8.00, , , ,21, ,-6.0, ,21, ,-6.1, ,21, ,-6.0, ,100, , 0, ,000, , , ,29.34, , , , , ,M, ,SP, , , ,29.79, 
14771,20110127,1844,11,BKN065, , 7.00, , , ,21, ,-6.0, ,21, ,-6.1, ,21, ,-6.0, ,100, , 5, ,260, , , ,29.35, , , , , ,M, ,SP, , , ,29.80, 
14771,20110127,1854,11,BKN065, , 8.00, , , ,24, ,-4.4, ,24, ,-4.6, ,23, ,-5.0, , 96, , 3, ,260, , , ,29.36, ,3, ,006, ,29.81, ,AA, , , ,29.81, 
14771,20110127,1954,11,FEW020 BKN070 BKN080, ,10.00, , , ,25, ,-3.9, ,24, ,-4.4, ,22, ,-5.6, , 88, , 3, ,250, , , ,29.35, , , , , ,29.81, ,AA, , , ,29.80, 
14771,20110127,2054,11,BKN070 OVC080, ,10.00, , , ,23, ,-5.0, ,22, ,-5.3, ,21, ,-6.1, , 92, , 0, ,000, , , ,29.35, , , , , ,29.81, ,AA, , , ,29.80, 
14771,20110127,2154,11,BKN070 OVC095, , 9.00, ,-SN, ,27, ,-2.8, ,26, ,-3.5, ,23, ,-5.0, , 85, , 7, ,260, , , ,29.35, ,7, ,002, ,29.80, ,AA, ,  T, ,29.80, 
14771,20110127,2254,11,BKN070 OVC095, ,10.00, , , ,27, ,-2.8, ,26, ,-3.5, ,23, ,-5.0, , 85, , 7, ,240, , , ,29.35, , , , , ,29.80, ,AA, ,  T, ,29.80, 
14771,20110127,2354,11,OVC065, ,10.00, , , ,27, ,-2.8, ,25, ,-3.7, ,22, ,-5.6, , 81, , 5, ,250, , , ,29.35, , , , , ,29.80, ,AA, , , ,29.80, 
14771,20110128,0054,11,OVC070, ,10.00, , , ,27, ,-2.8, ,25, ,-3.7, ,22, ,-5.6, , 81, , 5, ,250, , , ,29.35, ,8, ,001, ,29.80, ,AA, , , ,29.80, 
14771,20110128,0154,11,OVC032, , 4.00, ,-SN BR, ,27, ,-2.8, ,26, ,-3.5, ,23, ,-5.0, , 85, , 6, ,260, , , ,29.35, , , , , ,29.80, ,AA, ,  T, ,29.80, 
14771,20110128,0206,11,OVC028, , 2.50, ,-SN BR, ,27, ,-3.0, ,26, ,-3.5, ,23, ,-5.0, , 85, , 5, ,250, , , ,29.35, , , , , ,M, ,SP, , , ,29.80, 
14771,20110128,0240,11,BKN032 BKN041 OVC070, , 2.50, ,-SN BR, ,27, ,-3.0, ,26, ,-3.5, ,23, ,-5.0, , 85, , 0, ,000, , , ,29.34, , , , , ,M, ,SP, , , ,29.79, 
14771,20110128,0249,11,BKN040 OVC055, , 3.00, ,-SN BR, ,27, ,-3.0, ,26, ,-3.5, ,23, ,-5.0, , 85, , 0, ,000, , , ,29.34, , , , , ,M, ,SP, , , ,29.79, 
14771,20110128,0254,11,FEW035 BKN043 OVC070, , 3.00, ,-SN BR, ,26, ,-3.3, ,25, ,-3.8, ,23, ,-5.0, , 88, , 0, ,000, , , ,29.34, , , , , ,29.79, ,AA, ,  T, ,29.79, 
14771,20110128,0325,11,FEW035 OVC070, , 2.50, ,-SN BR, ,25, ,-4.0, ,24, ,-4.2, ,23, ,-5.0, , 92, , 0, ,000, , , ,29.34, , , , , ,M, ,SP, , , ,29.78, 
14771,20110128,0354,11,SCT037 BKN047 OVC060, , 2.50, ,-SN BR, ,25, ,-3.9, ,24, ,-4.2, ,23, ,-5.0, , 92, , 0, ,000, , , ,29.34, ,8, ,007, ,29.78, ,AA, ,0.01, ,29.78, 
14771,20110128,0452,11,BKN060 OVC085, , 3.00, ,-SN BR, ,23, ,-5.0, ,22, ,-5.3, ,21, ,-6.0, , 92, , 3, ,140, , , ,29.32, , , , , ,M, ,SP, , , ,29.77, 
14771,20110128,0454,11,BKN060 OVC085, , 3.00, ,-SN BR, ,23, ,-5.0, ,23, ,-5.1, ,22, ,-5.6, , 96, , 3, ,140, , , ,29.32, , , , , ,29.77, ,AA, ,  T, ,29.77, 
14771,20110128,0554,11,FEW060 OVC085, , 8.00, ,BCFG, ,21, ,-6.1, ,21, ,-6.2, ,20, ,-6.7, , 96, , 3, ,100, , , ,29.31, , , , , ,29.77, ,AA, ,  T, ,29.76, 
14771,20110128,0654,11,BKN090 OVC120, , 8.00, ,BCFG, ,23, ,-5.0, ,22, ,-5.3, ,21, ,-6.1, , 92, , 6, ,110, , , ,29.31, ,5, ,005, ,29.77, ,AA, , , ,29.76, 
14771,20110128,0754,11,FEW023 SCT070 OVC085, , 2.50, ,-SN BR, ,22, ,-5.6, ,22, ,-5.7, ,21, ,-6.1, , 96, , 5, ,110, , , ,29.32, , , , , ,29.78, ,AA, ,  T, ,29.77, 
14771,20110128,0756,11,SCT070 OVC085, , 3.00, ,-SN BR, ,21, ,-6.0, ,21, ,-6.1, ,21, ,-6.0, ,100, , 5, ,110, , , ,29.32, , , , , ,M, ,SP, , , ,29.77, 
14771,20110128,0854,11,SCT018 OVC090, , 4.00, ,-SN BR, ,23, ,-5.0, ,23, ,-5.1, ,22, ,-5.6, , 96, , 3, ,120, , , ,29.34, , , , , ,29.78, ,AA, ,  T, ,29.78, 
14771,20110128,0954,11,BKN055 OVC070, , 5.00, ,-SN BR, ,26, ,-3.3, ,25, ,-4.0, ,22, ,-5.6, , 85, , 5, ,150, , , ,29.34, ,1, ,006, ,29.79, ,AA, ,  T, ,29.78, 
14771,20110128,1049,11,BKN032 OVC060, , 2.50, ,-SN BR, ,28, ,-2.0, ,27, ,-2.8, ,25, ,-4.0, , 89, , 0, ,000, , , ,29.34, , , , , ,M, ,SP, , , ,29.78, 
14771,20110128,1052,11,BKN029 OVC060, , 2.50, ,-SN BR, ,28, ,-2.0, ,27, ,-2.8, ,25, ,-4.0, , 89, , 0, ,000, , , ,29.34, , , , , ,M, ,SP, , , ,29.78, 
14771,20110128,1054,11,BKN027 OVC060, , 2.00, ,-SN BR, ,28, ,-2.2, ,27, ,-2.9, ,24, ,-4.4, , 85, , 0, ,000, , , ,29.34, , , , , ,29.78, ,AA, ,  T, ,29.78, 
14771,20110128,1130,11,OVC027, , 3.00, ,-SN BR, ,28, ,-2.0, ,27, ,-2.8, ,25, ,-4.0, , 89, , 3, ,210, , , ,29.32, , , , , ,M, ,SP, , , ,29.77, 
14771,20110128,1152,11,FEW015 BKN033 OVC055, , 4.00, ,-SN BR, ,28, ,-2.0, ,27, ,-2.8, ,25, ,-4.0, , 89, , 3, ,230, , , ,29.32, , , , , ,M, ,SP, , , ,29.77, 
14771,20110128,1154,11,FEW015 BKN033 OVC055, , 4.00, ,-SN BR, ,29, ,-1.7, ,28, ,-2.4, ,25, ,-3.9, , 85, , 5, ,230, , , ,29.32, , , , , ,29.77, ,AA, ,  T, ,29.77, 
14771,20110128,1210,11,BKN017 BKN045 OVC055, , 4.00, ,-SN BR, ,28, ,-2.0, ,27, ,-2.8, ,25, ,-4.0, , 89, , 0, ,000, , , ,29.31, , , , , ,M, ,SP, , , ,29.76, 
